nama,alamat_lengkap,alamat,area,keyword_sumber,latitude,longitude,jumlah_review,telepon,website,jam_buka,harga,tipe,deskripsi,reviews,reviewer_name,rating,place_id
Ginger Flower,"Jl. Pecenongan Raya No.7-17, RT.1/RW.4, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120, Indonesia","Jl. Pecenongan Raya No.7-17, RT.1/RW.4, Kb. Klp., Kota Jakarta Pusat",Gambir,restoran,-6.165785700000001,106.8263029,336.0,0811-9007-1107,https://movenpick.accor.com/en/asia/indonesia/jakarta/movenpick-hotel-jakarta-city-centre/restaurants/ginger-flower.html,Senin: 06.00–22.00 | Selasa: 06.00–22.00 | Rabu: 06.00–22.00 | Kamis: 06.00–22.00 | Jumat: 06.00–22.00 | Sabtu: 06.00–22.00 | Minggu: 06.00–22.00,,"restaurant, food, point_of_interest, establishment",,"Saya makan di Ginger Flower di dalam Mövenpick Pecenongan dan dari awal masuk suasananya langsung terasa mewah dan rapi. Interiornya elegan dengan pencahayaan yang hangat dan meja kursi yang tertata sangat nyaman. Tempatnya luas dan bersih sehingga suasana makannya terasa tenang meski hotel berada di tengah kota.  Menu di Ginger Flower banyak mengambil inspirasi dari masakan Indonesia dan Asia. Pilihan makanannya beragam mulai dari hidangan Nusantara seperti sate, sop, nasi goreng, bubur dan aneka lauk rumahan yang dibawa dengan sentuhan modern. Ada juga pilihan menu Asia lain yang tampilannya rapi dan porsinya pas. Untuk buffet harga yang saya ingat sekitar 688K++ dan menariknya harga tersebut belum termasuk kopi yang harus dipesan terpisah.  Hidangannya terasa enak dan kualitas makanannya sesuai dengan standar hotel bintang tinggi. Rasa masakannya tidak berlebihan tetapi tetap kuat bumbunya. Beberapa hidangan disajikan hangat dan aromanya langsung menggugah selera. Tempatnya sendiri membuat pengalaman makan jauh lebih nyaman. Udara dingin pencahayaan cantik dan suasana tenang benar benar bikin makan terasa santai.  Stafnya ramah dan cukup perhatian. Pelayanannya rapi tanpa terlalu mengganggu. Walaupun saya hanya mampir untuk makan tanpa menginap suasana hotelnya sudah terasa premium.  Secara keseluruhan Ginger Flower cocok untuk yang ingin menikmati makanan Indonesia dan Asia dengan suasana restoran hotel yang elegan dan nyaman. Harganya memang premium tetapi pengalaman dan kualitas makanannya sepadan.",BMA,5,ChIJhVhzMAD1aS4RPPm9ItcTZvQ
Sate Padang Ajo Ramon,"Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2417381,106.8103683,1237.0,0852-1337-1999,,Senin: 11.00–00.00 | Selasa: 11.00–00.00 | Rabu: 11.00–00.00 | Kamis: 11.00–00.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 11.00–00.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran kuno dengan suasana simpel yang menyajikan hidangan spesial sate daging pedas.,"Udah lama ga makan Ajo Ramon. Dulu ngerasa enak banget, tapi sekarang kok udah ga terlalu enak ya. Kuahnya kepedesan dan gampang banget encer. Lidah dan ketupatnya sih empuk. Saya bawa anak dan petugas duduk di samping anak saya, sibuk ngitung sesuatu, terus ngerokok, padahal di sampingnya persis adalah anak saya!! Sangat tidak menghargai konsumen. Langsung saya minta suami bawa anak ke mobil. Suasana makan menjadi tidak nyaman.",Annisa P,2,ChIJszZZxGbxaS4RhBsvxMlQ9vc
Sate Padang Ajo Ramon,"Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2417381,106.8103683,1237.0,0852-1337-1999,,Senin: 11.00–00.00 | Selasa: 11.00–00.00 | Rabu: 11.00–00.00 | Kamis: 11.00–00.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 11.00–00.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran kuno dengan suasana simpel yang menyajikan hidangan spesial sate daging pedas.,"Kategori: Street Food  Makanan: Sate Padang legendaris ini merupakan cabang dari Sate Padang Ajo Ramon yang terkenal di Pasar Santa. Potongan daging sapinya cukup tebal dan kuahnya menyajikan perpaduan rasa pedas dan gurih khas Padang. Namun, dibandingkan dengan beberapa tahun lalu, rasanya terasa sedikit menurun kuahnya kurang nendang dan aroma rempahnya tidak sekuat dulu. Meski begitu, pengalaman makan jadi lebih lengkap jika disantap bersama keripik singkong balado yang disiram kuah kombinasi yang unik dan lezat.  Pelayanan: Proses pemesanan dan penyajian berlangsung cukup cepat. Tanpa perlu menunggu lama  Harga: kisaran ±Rp 50.000/orang.  Tempat: Berada di area makan terbuka yang cukup terbatas, tepat di depan toko orang lain. Bukan tempat yang nyaman untuk berlama-lama, tapi cukup untuk makan cepat dan menikmati rasa khas yang sudah melegenda.  Kesimpulan: bintang 4 untuk makanan.",IP IP,4,ChIJszZZxGbxaS4RhBsvxMlQ9vc
Sate Padang Ajo Ramon,"Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2417381,106.8103683,1237.0,0852-1337-1999,,Senin: 11.00–00.00 | Selasa: 11.00–00.00 | Rabu: 11.00–00.00 | Kamis: 11.00–00.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 11.00–00.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran kuno dengan suasana simpel yang menyajikan hidangan spesial sate daging pedas.,"Sate ajo ramon sate padang terenak yang pernah saya makan, tempatnya nyaman, bisa makan ditempt, ada 2 lantai atas bawah..",ARWI LABELS,5,ChIJszZZxGbxaS4RhBsvxMlQ9vc
Sate Padang Ajo Ramon,"Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2417381,106.8103683,1237.0,0852-1337-1999,,Senin: 11.00–00.00 | Selasa: 11.00–00.00 | Rabu: 11.00–00.00 | Kamis: 11.00–00.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 11.00–00.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran kuno dengan suasana simpel yang menyajikan hidangan spesial sate daging pedas.,"disini daging nya bener2 juicy banget, wajib coba untuk yang suka sate padang!",Thiya,5,ChIJszZZxGbxaS4RhBsvxMlQ9vc
Sate Padang Ajo Ramon,"Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.37, RT.1/RW.5, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2417381,106.8103683,1237.0,0852-1337-1999,,Senin: 11.00–00.00 | Selasa: 11.00–00.00 | Rabu: 11.00–00.00 | Kamis: 11.00–00.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 11.00–00.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran kuno dengan suasana simpel yang menyajikan hidangan spesial sate daging pedas.,Udahlah jelas ini termasuk Sate Padang terenak di Jakarta. Lidahnya top tapi kalo mau coba yang campur juga enak. Bumbunya melting banget di mulut. Kalo pengen Sate Padang enak pasti ke sini sih walaupun jauh dari Jakarta Timur.,Irsyad Ramadhan,5,ChIJszZZxGbxaS4RhBsvxMlQ9vc
MakanQ - Blok M,"Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2438946,106.799823,126.0,0812-1827-4004,,Senin: 13.00–22.00 | Selasa: 13.00–22.00 | Rabu: 11.00–23.00 | Kamis: 11.00–23.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,Selalu kesini klo lagi pengen mi titi.. Mi titinya tmasuk juwara.. mie nya kering renyah.. mirip asli nya mi hokiannya jg enak..  Klo nasgor merahnya bbrp kali pesen agaknya kurang pas…terlalu perak .. kering..  Ga rekomendasiin u dine in.. tempatnya kurang nyaman  Selalu pesan via ojol,ambarukmi dewi,5,ChIJyaDLsv_xaS4R-rNge6bf2Zc
MakanQ - Blok M,"Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2438946,106.799823,126.0,0812-1827-4004,,Senin: 13.00–22.00 | Selasa: 13.00–22.00 | Rabu: 11.00–23.00 | Kamis: 11.00–23.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"enak! sbg org makassar menurutku nasi goreng merahnya udah cukup authentic dan pas. mi titi juga sebenernya enak kuah siramnya tapi sayang bgt pas dateng mi nya udah soggy, harusnya kan masih kriuk ya.. tp overall ok udah sangat mengobati kangen makanan makassar, jujur nasi goreng merah di jakarta yang cocok di lidah aku sekarang ini ya di sini😆  p.s. banyak yang bilang nunggu lama tp aku baru banget dateng hari ini menurutku cepet bgt kok datengnya padahal aku dateng malming, pelayanan juga ok. kayanya mereka berbenah dari review yang kurang bagus di google maps hehe🫶🏻",Chairunnisa Azalia,5,ChIJyaDLsv_xaS4R-rNge6bf2Zc
MakanQ - Blok M,"Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2438946,106.799823,126.0,0812-1827-4004,,Senin: 13.00–22.00 | Selasa: 13.00–22.00 | Rabu: 11.00–23.00 | Kamis: 11.00–23.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"Ayam Goreng garlic butter permesan enak sih, apalagi disajikan saat panas 👍🏻👍🏻👍🏻 Kalau dateng lagi bakal pesan lagi menu ini  Nasi goreng merah rasanya biasa, kaya nasgor gerobakan pinggir jalan, cuma beda pake nasi merah aja",KUKUH YG,5,ChIJyaDLsv_xaS4R-rNge6bf2Zc
MakanQ - Blok M,"Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2438946,106.799823,126.0,0812-1827-4004,,Senin: 13.00–22.00 | Selasa: 13.00–22.00 | Rabu: 11.00–23.00 | Kamis: 11.00–23.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"tiap lewat sini tuh wanginya udah ganggu iman, bikin laper seketika 🤤  Akhirnya nyobain nasi goreng merah yang katanya primadona. Tipikal nasgor nasi pera kering uenakk. Porsinya banyak, tapi harganya masih ramah kantong. Worth it sih buat perut laper akut.  Terus lanjut ke mie titi, ini legit banget. Disajikan sama sambel merah khas Makassar + peresan jeruk nipis ini langsung naik level rasanya.  Kuahnya kentel, anget, masih ada kriuk-kriuknya, sayur sama topping juga gak pelit. Pokoknya vibes-nya tuh comfort food 🥰🥰",Fiani 24,5,ChIJyaDLsv_xaS4R-rNge6bf2Zc
MakanQ - Blok M,"Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","Jl. Sultan Hasanuddin Dalam No.24, Melawai, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.2438946,106.799823,126.0,0812-1827-4004,,Senin: 13.00–22.00 | Selasa: 13.00–22.00 | Rabu: 11.00–23.00 | Kamis: 11.00–23.00 | Jumat: 11.00–00.00 | Sabtu: 11.00–00.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"Nyobain mie titi (mie kering siram) rasanya ga jauh beda sama yg di asalnya, will be back soon buat nyobain nasi goreng merahnya. Saran aku, mau tempatnya lagi rame atau sepi please sering2 beresin mejanya, biar yg dine in lebih nyaman.",Zaidany Alfanandyah,5,ChIJyaDLsv_xaS4R-rNge6bf2Zc
Soto Ayam Ambengan Pak Sadi Asli,"Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.239347,106.808867,2590.0,0813-3384-6468,,Senin: 08.00–21.30 | Selasa: 08.00–21.30 | Rabu: 08.00–21.30 | Kamis: 08.00–21.30 | Jumat: 08.00–21.30 | Sabtu: 08.00–21.30 | Minggu: 08.00–21.30,Sedang ($$),"restaurant, food, point_of_interest, establishment","Makanan rumahan khas Jawa, termasuk sup ayam yang lezat, disajikan dalam suasana simpel.","💰 harga nya termasuk mahal sih ⏰ Jam makan siang rame banget sampe muter2 cari tempat parkir Tempatnya kapasitas lumayan Pelayanan cepet . Menunya banyak banget, suka kuliner Jawa Timur an rekomended. Asiknya koya nya free flow. 🏧 Payment bisa QRIS",Suka Jajan,4,ChIJw-N0nmfxaS4RG3qjuODpoEg
Soto Ayam Ambengan Pak Sadi Asli,"Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.239347,106.808867,2590.0,0813-3384-6468,,Senin: 08.00–21.30 | Selasa: 08.00–21.30 | Rabu: 08.00–21.30 | Kamis: 08.00–21.30 | Jumat: 08.00–21.30 | Sabtu: 08.00–21.30 | Minggu: 08.00–21.30,Sedang ($$),"restaurant, food, point_of_interest, establishment","Makanan rumahan khas Jawa, termasuk sup ayam yang lezat, disajikan dalam suasana simpel.","Kangen kangenan masakan Jawa Timuran bisalah sempatkan mampir kesini , soto Ambengan ,soto Madura bisa mengobati rindu kampung halaman",imam rismanto,4,ChIJw-N0nmfxaS4RG3qjuODpoEg
Soto Ayam Ambengan Pak Sadi Asli,"Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.239347,106.808867,2590.0,0813-3384-6468,,Senin: 08.00–21.30 | Selasa: 08.00–21.30 | Rabu: 08.00–21.30 | Kamis: 08.00–21.30 | Jumat: 08.00–21.30 | Sabtu: 08.00–21.30 | Minggu: 08.00–21.30,Sedang ($$),"restaurant, food, point_of_interest, establishment","Makanan rumahan khas Jawa, termasuk sup ayam yang lezat, disajikan dalam suasana simpel.",Soto ayam lazizzzz..... Mantapppp.... Segaarrrr....  Perkedel lembut dan manishhh....  Tempat parkir mobil terbatas...,Hernu Sulistyo,5,ChIJw-N0nmfxaS4RG3qjuODpoEg
Soto Ayam Ambengan Pak Sadi Asli,"Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.239347,106.808867,2590.0,0813-3384-6468,,Senin: 08.00–21.30 | Selasa: 08.00–21.30 | Rabu: 08.00–21.30 | Kamis: 08.00–21.30 | Jumat: 08.00–21.30 | Sabtu: 08.00–21.30 | Minggu: 08.00–21.30,Sedang ($$),"restaurant, food, point_of_interest, establishment","Makanan rumahan khas Jawa, termasuk sup ayam yang lezat, disajikan dalam suasana simpel.",Rasa memang enak. Walau Dari segi harga sotonya saja cukup mahal. Tempatnya cukup luas dengan setiap meja bisa cukup 8-10 orang. Semoga ditingkatkan lagi dari segi tempat supaya lebih modern,Devin Fahrezi,4,ChIJw-N0nmfxaS4RG3qjuODpoEg
Soto Ayam Ambengan Pak Sadi Asli,"Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Wolter Monginsidi No.28 1, RT.1/RW.6, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.239347,106.808867,2590.0,0813-3384-6468,,Senin: 08.00–21.30 | Selasa: 08.00–21.30 | Rabu: 08.00–21.30 | Kamis: 08.00–21.30 | Jumat: 08.00–21.30 | Sabtu: 08.00–21.30 | Minggu: 08.00–21.30,Sedang ($$),"restaurant, food, point_of_interest, establishment","Makanan rumahan khas Jawa, termasuk sup ayam yang lezat, disajikan dalam suasana simpel.","soto legendaris selalu suka kesini tapi pelayan yang muda muda mostly sangat tidak ramah/sopan, menjelaskan menu pun males malesan. Tapi yang sudah senior justru baik dan sopan sopan sekali",Enrico Putra Nurdin,2,ChIJw-N0nmfxaS4RG3qjuODpoEg
Kwetiau Sapi Aciap Cikajang,"Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.243099399999999,106.8081905,975.0,(021) 7221767,http://kwetiau-aciap-senopati.blogspot.co.id/,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,Sedang ($$),"restaurant, food, point_of_interest, establishment","Tempat makan nyaman ala China yang menawarkan makanan populer, dari mi hingga nasi goreng seafood.","Mampir ke Kwetiaw Aciap untuk makan Kwetiaw Sapi-nya. Dari segi rasa, jujur ini enak banget dan porsinya lumayan besar, sangat mengenyangkan. Harganya pun fair, sekitar 50 ribuan per porsi. Tempatnya sendiri cukup luas, tersedia banyak meja dan kursi, dan proses masaknya tergolong cepat.  Catatan untuk akses: Posisinya tepat di pinggir jalan raya dan pas di tikungan lampu merah, jadi agak sulit untuk berhenti atau parkir di sini. Disarankan untuk lebih berhati-hati saat mendekati lokasi agar tidak terlewat. Meski aksesnya agak tricky, tapi rasanya sangat sebanding dengan usahanya!",Lusi Purba,4,ChIJsQzJ62bxaS4RmlyqJKUEfKg
Kwetiau Sapi Aciap Cikajang,"Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.243099399999999,106.8081905,975.0,(021) 7221767,http://kwetiau-aciap-senopati.blogspot.co.id/,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,Sedang ($$),"restaurant, food, point_of_interest, establishment","Tempat makan nyaman ala China yang menawarkan makanan populer, dari mi hingga nasi goreng seafood.","Suasana enak karena di rumah, porsi banyak, gak usah tambah nasi ya Makan bihun goreng sapi, bihunnya tipis dan rasa enak. Sepertinya digoreng diatas api yg panas banget makanya jadi enak. Untuk harga sesuai dengan porsi dan rasa yg disajikan.",Andriansah,5,ChIJsQzJ62bxaS4RmlyqJKUEfKg
Kwetiau Sapi Aciap Cikajang,"Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.243099399999999,106.8081905,975.0,(021) 7221767,http://kwetiau-aciap-senopati.blogspot.co.id/,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,Sedang ($$),"restaurant, food, point_of_interest, establishment","Tempat makan nyaman ala China yang menawarkan makanan populer, dari mi hingga nasi goreng seafood.","Resto yang menyediakan menu kwetiauw, mie, dan bihun. Dimasak dengan citarasa Java Chinese Food. Juga menyediakan aneka minuman tradisional. Ruangan ditata dengan aneka atribut dan hiasan tradisional bernuansa Jawa. Tersedia juga area outdoor. Pelayanan cepat, ramah, dan sopan. Sebaiknya menggunakan meja dan kursi berbahan kayu, sesuai dengan nuansa yang dibangun.",Dewanto Soegiarto,4,ChIJsQzJ62bxaS4RmlyqJKUEfKg
Kwetiau Sapi Aciap Cikajang,"Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.243099399999999,106.8081905,975.0,(021) 7221767,http://kwetiau-aciap-senopati.blogspot.co.id/,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,Sedang ($$),"restaurant, food, point_of_interest, establishment","Tempat makan nyaman ala China yang menawarkan makanan populer, dari mi hingga nasi goreng seafood.","Parkiran untuk mobilnya tidak terlalu luas tapi kalau sepi tidak masalah. Makan pesan bakmi kuah seafood dan tampilannya mirip pho, rasanya enak ditambah acar cabe jadi makin segar. Kwetiau nya pun enak tidak terlalu tebal ataupun tipis. Saat datang sedang sepi sekali jadi nyaman tidak terlalu berisik, pelayanan juga cepat sekali, so far okay",Nur Ani Badriyah,4,ChIJsQzJ62bxaS4RmlyqJKUEfKg
Kwetiau Sapi Aciap Cikajang,"Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia","Jl. Cikajang No.84, RT.14/RW.1, Petogogan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.243099399999999,106.8081905,975.0,(021) 7221767,http://kwetiau-aciap-senopati.blogspot.co.id/,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,Sedang ($$),"restaurant, food, point_of_interest, establishment","Tempat makan nyaman ala China yang menawarkan makanan populer, dari mi hingga nasi goreng seafood.","Resto rasa rumah sendiri. Posisi strategis, parkiran cukup 2 atau 3 mobil saja. Tersedia outdoor (smoking room) dan indoor. Pesan makan nasi goreng daging dan kwetiaw siram daging. Porsinya cukup banyak utk 1 orang. Lihat review yang lain katanya kwetiaw siramnya favorit dan ya benar aja. Enak, tp mesti ditambahi merica biar lebih gurih Nasi gorengnya enak banget, dagingnya lembut ga keras. Cuma memang agak pricey aja, krn lokasinya yaa memang ditempat strategis",Deigaubhogi Seundhar Einna,5,ChIJsQzJ62bxaS4RmlyqJKUEfKg
Marco,"Pacific Place, Jl. Jenderal Sudirman No.52-53 Lantai 5, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia","Pacific Place, Jl. Jenderal Sudirman No.52-53 Lantai 5, RT.5/RW.3, Senayan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.224618,106.8099103,430.0,0811-9696-939,,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,,"restaurant, food, point_of_interest, establishment","Family-friendly outlet serving regional Indonesian specialties in a casual, mall-based setup.","Makanan ok meski harga lumayan. Tempat nyaman,lebih mirip cafe drpd resto Padang.",K Bun,5,ChIJH0SjA1HxaS4R_HJlhhawZ6c
Marco,"Pacific Place, Jl. Jenderal Sudirman No.52-53 Lantai 5, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia","Pacific Place, Jl. Jenderal Sudirman No.52-53 Lantai 5, RT.5/RW.3, Senayan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.224618,106.8099103,430.0,0811-9696-939,,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,,"restaurant, food, point_of_interest, establishment","Family-friendly outlet serving regional Indonesian specialties in a casual, mall-based setup.","Makanannya sesuai selera saya yang bukan orang Padang aselih.. cuma itu tempatnya agak desek-desekan ya kalau pas jam makan siang, bikin saya jadi kelupaan fotoin makanan pesanan saya deh 🤭😄",Novel,5,ChIJH0SjA1HxaS4R_HJlhhawZ6c
Marco,"Pacific Place, Jl. Jenderal Sudirman No.52-53 Lantai 5, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia","Pacific Place, Jl. Jenderal Sudirman No.52-53 Lantai 5, RT.5/RW.3, Senayan, Kota Jakarta Selatan",Kebayoran Baru,rumah makan,-6.224618,106.8099103,430.0,0811-9696-939,,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,,"restaurant, food, point_of_interest, establishment","Family-friendly outlet serving regional Indonesian specialties in a casual, mall-based setup.","Rasa masakan Padang nuansa lain. Citra rasa rempah-rempahan berasa tapi agak kurang ""menggigit"" dibandingkan Padang yg biasanya. Daging dendeng nya empuk (wajib dicoba) tapi kalo menu daging bakarnya alot dan tdk berasa.  Secara keseluruhan bisa dinikmati Harga tinggi dibandung yg sejenis, porsi juga kecil. Disinii harga nasi putih termasuk ""wow"" Pelayanannya baik, ramah dan sigap. Jumlah staf yg standby juga memadai sehingga jam padat pun dpt terlayani dgn baik Lokasi di area yg mudah terlihat dan dicari. Interior tertata rapih dan estetik, jarak privasi cukup terjaga",HS,3,ChIJH0SjA1HxaS4R_HJlhhawZ6c
